/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section0_fnc1_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section0_fnc2_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section0_fnc_noise.npy,1
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section0_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section0_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section0_fnc.npy,0
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section1_fnc1_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section1_fnc2_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section1_fnc_noise.npy,1
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section1_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section1_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section1_fnc.npy,0
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section2_fnc1_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section2_fnc2_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section2_fnc_noise.npy,1
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section2_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section2_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section2_fnc.npy,0
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section3_fnc1_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section3_fnc2_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section3_fnc_noise.npy,1
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section3_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section3_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section3_fnc.npy,0
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section4_fnc1_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section4_fnc2_triu_noise.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section4_fnc_noise.npy,1
/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr2150_section4_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_tr100_section4_triu_fnc.npy,/data/users2/jwardell1/nshor_docker/examples/oulu-project/OULU/20150210/processed/20150210_concat_section4_fnc.npy,0
